query_id,target_id_ranking
q_13db8017c6b0,g_70529e2d5954 g_1d2b7cf58ad5 g_9dd316566cf0 g_acb27de8207c g_de554e44d62f g_53a52906d129 g_55dc4d2bd0d7 g_8f2f7885bf92 g_0808f459cec0 g_bda6653de3f8 g_4ba39e73c5c0 g_5c2076734da4 g_4e093d64cdb0 g_5b7b3b2f82ba g_8a220359326a g_eeac1871fded g_dba157c43664 g_4f905a235c04 g_932da5bced66 g_c976d1aef8c6 g_e5ed37578f5e g_d50551e660c9 g_09bed28452fd g_e74ee941d3fd g_6ec8858d4a9f g_96aac4bf0d59 g_c14dad25b418 g_6cf0094ac74a g_699eb9607c4e g_2ceec8bd9741 g_fcc22b630798 g_3bba88a233d2 g_75e232a570e9 g_d5e67a7d5157 g_ebf5af716393 g_517fc156e469 g_c7ab1279da7c g_efdc64125061 g_673cead63302 g_e5f8cdece4a6 g_d85262e03c42 g_b641e40b4002 g_c1e8162e3878 g_6c43f4574331 g_bb430c52d431 g_b12e42b8cff6 g_d3929af6bb55 g_0a556e953785 g_e08691de98f8 g_14172b566e3e g_dd27adb09b30 g_3ac546908be7 g_e862932aec2d g_f172ad939439 g_5c9286487ea8 g_b453598aa677 g_36bea42c9e33 g_1a40ebcb441c g_8eba772fe35c g_61b2398d515d g_2fc06887012f g_2aa313c0b281 g_199f11a29c76 g_3e0ada624ec1 g_e5200cb50906 g_31b1fbb078bf g_5a62a4d9e8ac g_8af7e2c47267 g_b9d4c1433954 g_74d453c9a3a7 g_ea2eb3c043ba g_fce818975dda g_05849d74cfab g_f9800f979cd5 g_573cf52ce2b2 g_8a6731e08c13 g_f52beabe75e9 g_d098c0c73946 g_37f955e29627 g_4318e3f69720 g_da61f5e555c7 g_9e4dcbe2ed07 g_5aa874fa38a6 g_e6ed51489cef g_e0ccdfbf9f00 g_75b446a0112e g_69e4c78d493f g_4e2d730cf5e4 g_d9fafc45f03b g_ae1499661420 g_aa54f58e96ac g_41ab0116bf71 g_0e6eb886a136 g_82b941c5f3e6 g_ee2e34a4305b g_25f027ae1b57 g_b1c9f787926c g_027adec2ca24 g_a8c88c5b2eb5 g_40742c58b1d2
q_0e0def668a28,g_6cf0094ac74a g_dba157c43664 g_c7ab1279da7c g_eeac1871fded g_4ba39e73c5c0 g_8f2f7885bf92 g_3ac546908be7 g_9dd316566cf0 g_b453598aa677 g_8a220359326a g_09bed28452fd g_2ceec8bd9741 g_c976d1aef8c6 g_1d2b7cf58ad5 g_8eba772fe35c g_d50551e660c9 g_55dc4d2bd0d7 g_1a40ebcb441c g_0808f459cec0 g_de554e44d62f g_ebf5af716393 g_e5ed37578f5e g_517fc156e469 g_c14dad25b418 g_4f905a235c04 g_75e232a570e9 g_5b7b3b2f82ba g_acb27de8207c g_e74ee941d3fd g_96aac4bf0d59 g_673cead63302 g_4e093d64cdb0 g_bda6653de3f8 g_5c2076734da4 g_6ec8858d4a9f g_b12e42b8cff6 g_699eb9607c4e g_d5e67a7d5157 g_f9800f979cd5 g_d85262e03c42 g_bb430c52d431 g_efdc64125061 g_f172ad939439 g_e5f8cdece4a6 g_53a52906d129 g_932da5bced66 g_0a556e953785 g_5c9286487ea8 g_61b2398d515d g_2aa313c0b281 g_199f11a29c76 g_6c43f4574331 g_3bba88a233d2 g_2fc06887012f g_31b1fbb078bf g_8af7e2c47267 g_e862932aec2d g_e08691de98f8 g_9e4dcbe2ed07 g_573cf52ce2b2 g_14172b566e3e g_b641e40b4002 g_dd27adb09b30 g_c1e8162e3878 g_fcc22b630798 g_70529e2d5954 g_8a6731e08c13 g_36bea42c9e33 g_d3929af6bb55 g_e5200cb50906 g_3e0ada624ec1 g_fce818975dda g_5a62a4d9e8ac g_05849d74cfab g_37f955e29627 g_b9d4c1433954 g_ea2eb3c043ba g_e0ccdfbf9f00 g_f52beabe75e9 g_da61f5e555c7 g_5aa874fa38a6 g_e6ed51489cef g_4318e3f69720 g_75b446a0112e g_d098c0c73946 g_69e4c78d493f g_74d453c9a3a7 g_82b941c5f3e6 g_4e2d730cf5e4 g_0e6eb886a136 g_aa54f58e96ac g_41ab0116bf71 g_ae1499661420 g_d9fafc45f03b g_ee2e34a4305b g_25f027ae1b57 g_b1c9f787926c g_a8c88c5b2eb5 g_027adec2ca24 g_40742c58b1d2
q_57d4d15d4f68,g_1a40ebcb441c g_8a220359326a g_c976d1aef8c6 g_673cead63302 g_b12e42b8cff6 g_dba157c43664 g_2ceec8bd9741 g_1d2b7cf58ad5 g_4ba39e73c5c0 g_c14dad25b418 g_3ac546908be7 g_5c9286487ea8 g_c7ab1279da7c g_8f2f7885bf92 g_e5ed37578f5e g_9dd316566cf0 g_5b7b3b2f82ba g_75e232a570e9 g_b453598aa677 g_09bed28452fd g_0a556e953785 g_d5e67a7d5157 g_199f11a29c76 g_4f905a235c04 g_e74ee941d3fd g_55dc4d2bd0d7 g_6ec8858d4a9f g_699eb9607c4e g_f172ad939439 g_d50551e660c9 g_6cf0094ac74a g_acb27de8207c g_4e093d64cdb0 g_eeac1871fded g_5c2076734da4 g_0808f459cec0 g_573cf52ce2b2 g_dd27adb09b30 g_ebf5af716393 g_de554e44d62f g_8eba772fe35c g_b9d4c1433954 g_2fc06887012f g_53a52906d129 g_e08691de98f8 g_d85262e03c42 g_9e4dcbe2ed07 g_e5f8cdece4a6 g_ea2eb3c043ba g_96aac4bf0d59 g_31b1fbb078bf g_fce818975dda g_efdc64125061 g_5aa874fa38a6 g_e862932aec2d g_5a62a4d9e8ac g_8a6731e08c13 g_f9800f979cd5 g_3bba88a233d2 g_932da5bced66 g_05849d74cfab g_bb430c52d431 g_2aa313c0b281 g_bda6653de3f8 g_fcc22b630798 g_517fc156e469 g_14172b566e3e g_6c43f4574331 g_b641e40b4002 g_37f955e29627 g_36bea42c9e33 g_3e0ada624ec1 g_e6ed51489cef g_e0ccdfbf9f00 g_e5200cb50906 g_d098c0c73946 g_f52beabe75e9 g_c1e8162e3878 g_4318e3f69720 g_70529e2d5954 g_75b446a0112e g_d3929af6bb55 g_aa54f58e96ac g_61b2398d515d g_69e4c78d493f g_41ab0116bf71 g_ae1499661420 g_4e2d730cf5e4 g_0e6eb886a136 g_ee2e34a4305b g_74d453c9a3a7 g_82b941c5f3e6 g_8af7e2c47267 g_25f027ae1b57 g_da61f5e555c7 g_d9fafc45f03b g_b1c9f787926c g_a8c88c5b2eb5 g_027adec2ca24 g_40742c58b1d2
q_2ebee03ad9bf,g_e0ccdfbf9f00 g_673cead63302 g_05849d74cfab g_69e4c78d493f g_0e6eb886a136 g_75b446a0112e g_d098c0c73946 g_ea2eb3c043ba g_5c9286487ea8 g_4e2d730cf5e4 g_199f11a29c76 g_5aa874fa38a6 g_41ab0116bf71 g_74d453c9a3a7 g_ae1499661420 g_e08691de98f8 g_b9d4c1433954 g_c14dad25b418 g_f172ad939439 g_e5ed37578f5e g_9e4dcbe2ed07 g_0a556e953785 g_aa54f58e96ac g_f52beabe75e9 g_75e232a570e9 g_8a220359326a g_6ec8858d4a9f g_dd27adb09b30 g_1d2b7cf58ad5 g_fce818975dda g_932da5bced66 g_14172b566e3e g_37f955e29627 g_96aac4bf0d59 g_d50551e660c9 g_3bba88a233d2 g_b12e42b8cff6 g_ee2e34a4305b g_e6ed51489cef g_8a6731e08c13 g_8f2f7885bf92 g_e74ee941d3fd g_5b7b3b2f82ba g_82b941c5f3e6 g_b641e40b4002 g_ebf5af716393 g_3e0ada624ec1 g_25f027ae1b57 g_4318e3f69720 g_d5e67a7d5157 g_5a62a4d9e8ac g_eeac1871fded g_2fc06887012f g_2ceec8bd9741 g_e5f8cdece4a6 g_acb27de8207c g_53a52906d129 g_517fc156e469 g_c976d1aef8c6 g_4ba39e73c5c0 g_bda6653de3f8 g_36bea42c9e33 g_5c2076734da4 g_2aa313c0b281 g_9dd316566cf0 g_55dc4d2bd0d7 g_dba157c43664 g_d85262e03c42 g_09bed28452fd g_d3929af6bb55 g_fcc22b630798 g_699eb9607c4e g_4f905a235c04 g_31b1fbb078bf g_de554e44d62f g_1a40ebcb441c g_b453598aa677 g_573cf52ce2b2 g_bb430c52d431 g_c7ab1279da7c g_0808f459cec0 g_e862932aec2d g_6cf0094ac74a g_efdc64125061 g_4e093d64cdb0 g_3ac546908be7 g_8eba772fe35c g_e5200cb50906 g_6c43f4574331 g_d9fafc45f03b g_61b2398d515d g_f9800f979cd5 g_c1e8162e3878 g_8af7e2c47267 g_70529e2d5954 g_a8c88c5b2eb5 g_da61f5e555c7 g_40742c58b1d2 g_027adec2ca24 g_b1c9f787926c
q_4fa0825f121a,g_e74ee941d3fd g_5b7b3b2f82ba g_c7ab1279da7c g_09bed28452fd g_1d2b7cf58ad5 g_d85262e03c42 g_699eb9607c4e g_8a220359326a g_b12e42b8cff6 g_c976d1aef8c6 g_5c9286487ea8 g_6ec8858d4a9f g_1a40ebcb441c g_5c2076734da4 g_e5ed37578f5e g_8f2f7885bf92 g_3ac546908be7 g_eeac1871fded g_673cead63302 g_4ba39e73c5c0 g_2ceec8bd9741 g_0a556e953785 g_4f905a235c04 g_dd27adb09b30 g_9dd316566cf0 g_75e232a570e9 g_d5e67a7d5157 g_c14dad25b418 g_d50551e660c9 g_dba157c43664 g_ebf5af716393 g_acb27de8207c g_53a52906d129 g_de554e44d62f g_0808f459cec0 g_e08691de98f8 g_6cf0094ac74a g_e862932aec2d g_8eba772fe35c g_199f11a29c76 g_b453598aa677 g_55dc4d2bd0d7 g_517fc156e469 g_6c43f4574331 g_96aac4bf0d59 g_e5f8cdece4a6 g_4e093d64cdb0 g_efdc64125061 g_932da5bced66 g_3bba88a233d2 g_2aa313c0b281 g_573cf52ce2b2 g_bda6653de3f8 g_f172ad939439 g_b641e40b4002 g_37f955e29627 g_36bea42c9e33 g_31b1fbb078bf g_2fc06887012f g_c1e8162e3878 g_5a62a4d9e8ac g_d3929af6bb55 g_05849d74cfab g_b9d4c1433954 g_70529e2d5954 g_14172b566e3e g_bb430c52d431 g_8a6731e08c13 g_fcc22b630798 g_f9800f979cd5 g_e5200cb50906 g_fce818975dda g_e6ed51489cef g_ea2eb3c043ba g_f52beabe75e9 g_61b2398d515d g_3e0ada624ec1 g_e0ccdfbf9f00 g_5aa874fa38a6 g_d098c0c73946 g_9e4dcbe2ed07 g_4318e3f69720 g_74d453c9a3a7 g_41ab0116bf71 g_ae1499661420 g_aa54f58e96ac g_69e4c78d493f g_4e2d730cf5e4 g_75b446a0112e g_0e6eb886a136 g_82b941c5f3e6 g_ee2e34a4305b g_8af7e2c47267 g_25f027ae1b57 g_d9fafc45f03b g_da61f5e555c7 g_b1c9f787926c g_027adec2ca24 g_a8c88c5b2eb5 g_40742c58b1d2
q_a8ce025f91ea,g_31b1fbb078bf g_c14dad25b418 g_673cead63302 g_75e232a570e9 g_8a220359326a g_199f11a29c76 g_6ec8858d4a9f g_e5ed37578f5e g_1d2b7cf58ad5 g_e08691de98f8 g_932da5bced66 g_0a556e953785 g_c976d1aef8c6 g_5b7b3b2f82ba g_5c2076734da4 g_4f905a235c04 g_b9d4c1433954 g_e74ee941d3fd g_5c9286487ea8 g_2fc06887012f g_8f2f7885bf92 g_4ba39e73c5c0 g_5aa874fa38a6 g_d5e67a7d5157 g_dd27adb09b30 g_ebf5af716393 g_eeac1871fded g_5a62a4d9e8ac g_dba157c43664 g_9dd316566cf0 g_ea2eb3c043ba g_f172ad939439 g_3bba88a233d2 g_e6ed51489cef g_2ceec8bd9741 g_3e0ada624ec1 g_bda6653de3f8 g_4318e3f69720 g_b12e42b8cff6 g_05849d74cfab g_55dc4d2bd0d7 g_699eb9607c4e g_1a40ebcb441c g_de554e44d62f g_d50551e660c9 g_14172b566e3e g_f52beabe75e9 g_09bed28452fd g_fcc22b630798 g_e0ccdfbf9f00 g_acb27de8207c g_53a52906d129 g_36bea42c9e33 g_96aac4bf0d59 g_e862932aec2d g_3ac546908be7 g_b641e40b4002 g_2aa313c0b281 g_c7ab1279da7c g_0808f459cec0 g_75b446a0112e g_8a6731e08c13 g_d3929af6bb55 g_fce818975dda g_9e4dcbe2ed07 g_efdc64125061 g_e5f8cdece4a6 g_517fc156e469 g_b453598aa677 g_d85262e03c42 g_d098c0c73946 g_8eba772fe35c g_4e093d64cdb0 g_6cf0094ac74a g_ae1499661420 g_69e4c78d493f g_573cf52ce2b2 g_37f955e29627 g_82b941c5f3e6 g_e5200cb50906 g_41ab0116bf71 g_aa54f58e96ac g_6c43f4574331 g_74d453c9a3a7 g_bb430c52d431 g_4e2d730cf5e4 g_0e6eb886a136 g_ee2e34a4305b g_70529e2d5954 g_25f027ae1b57 g_c1e8162e3878 g_61b2398d515d g_f9800f979cd5 g_d9fafc45f03b g_8af7e2c47267 g_da61f5e555c7 g_a8c88c5b2eb5 g_b1c9f787926c g_027adec2ca24 g_40742c58b1d2
q_9b187df729f8,g_9dd316566cf0 g_1d2b7cf58ad5 g_8a220359326a g_d50551e660c9 g_8f2f7885bf92 g_699eb9607c4e g_4e093d64cdb0 g_96aac4bf0d59 g_acb27de8207c g_de554e44d62f g_eeac1871fded g_6cf0094ac74a g_4ba39e73c5c0 g_53a52906d129 g_5b7b3b2f82ba g_55dc4d2bd0d7 g_e5f8cdece4a6 g_5c2076734da4 g_bda6653de3f8 g_dba157c43664 g_d85262e03c42 g_09bed28452fd g_2ceec8bd9741 g_4f905a235c04 g_ebf5af716393 g_c976d1aef8c6 g_e5ed37578f5e g_c7ab1279da7c g_e74ee941d3fd g_d5e67a7d5157 g_3bba88a233d2 g_14172b566e3e g_0808f459cec0 g_6ec8858d4a9f g_673cead63302 g_517fc156e469 g_b453598aa677 g_4318e3f69720 g_dd27adb09b30 g_932da5bced66 g_75e232a570e9 g_0a556e953785 g_3ac546908be7 g_b12e42b8cff6 g_70529e2d5954 g_c14dad25b418 g_6c43f4574331 g_bb430c52d431 g_efdc64125061 g_8eba772fe35c g_5c9286487ea8 g_1a40ebcb441c g_d3929af6bb55 g_e862932aec2d g_2aa313c0b281 g_36bea42c9e33 g_b641e40b4002 g_e08691de98f8 g_f172ad939439 g_2fc06887012f g_e5200cb50906 g_fcc22b630798 g_61b2398d515d g_573cf52ce2b2 g_f9800f979cd5 g_c1e8162e3878 g_f52beabe75e9 g_199f11a29c76 g_05849d74cfab g_8a6731e08c13 g_3e0ada624ec1 g_31b1fbb078bf g_b9d4c1433954 g_5a62a4d9e8ac g_37f955e29627 g_74d453c9a3a7 g_fce818975dda g_5aa874fa38a6 g_8af7e2c47267 g_d9fafc45f03b g_9e4dcbe2ed07 g_da61f5e555c7 g_e0ccdfbf9f00 g_ea2eb3c043ba g_aa54f58e96ac g_e6ed51489cef g_d098c0c73946 g_41ab0116bf71 g_75b446a0112e g_4e2d730cf5e4 g_69e4c78d493f g_ee2e34a4305b g_ae1499661420 g_0e6eb886a136 g_82b941c5f3e6 g_027adec2ca24 g_25f027ae1b57 g_b1c9f787926c g_a8c88c5b2eb5 g_40742c58b1d2
q_e551f74ec2d4,g_573cf52ce2b2 g_c7ab1279da7c g_8a220359326a g_09bed28452fd g_b453598aa677 g_1d2b7cf58ad5 g_c976d1aef8c6 g_4ba39e73c5c0 g_9dd316566cf0 g_b12e42b8cff6 g_3ac546908be7 g_5b7b3b2f82ba g_8f2f7885bf92 g_2ceec8bd9741 g_4f905a235c04 g_699eb9607c4e g_dba157c43664 g_1a40ebcb441c g_75e232a570e9 g_4e093d64cdb0 g_e74ee941d3fd g_0808f459cec0 g_55dc4d2bd0d7 g_c14dad25b418 g_e5ed37578f5e g_673cead63302 g_8eba772fe35c g_6cf0094ac74a g_d5e67a7d5157 g_eeac1871fded g_de554e44d62f g_0a556e953785 g_acb27de8207c g_f9800f979cd5 g_53a52906d129 g_5c9286487ea8 g_d50551e660c9 g_37f955e29627 g_ebf5af716393 g_199f11a29c76 g_5c2076734da4 g_96aac4bf0d59 g_6ec8858d4a9f g_6c43f4574331 g_8a6731e08c13 g_d85262e03c42 g_bda6653de3f8 g_bb430c52d431 g_e5f8cdece4a6 g_fcc22b630798 g_e862932aec2d g_14172b566e3e g_2fc06887012f g_3bba88a233d2 g_efdc64125061 g_f172ad939439 g_2aa313c0b281 g_dd27adb09b30 g_5a62a4d9e8ac g_517fc156e469 g_932da5bced66 g_b9d4c1433954 g_c1e8162e3878 g_36bea42c9e33 g_e08691de98f8 g_31b1fbb078bf g_4318e3f69720 g_e6ed51489cef g_9e4dcbe2ed07 g_3e0ada624ec1 g_fce818975dda g_61b2398d515d g_05849d74cfab g_70529e2d5954 g_b641e40b4002 g_d3929af6bb55 g_5aa874fa38a6 g_e5200cb50906 g_ea2eb3c043ba g_ae1499661420 g_e0ccdfbf9f00 g_aa54f58e96ac g_8af7e2c47267 g_f52beabe75e9 g_75b446a0112e g_41ab0116bf71 g_d098c0c73946 g_da61f5e555c7 g_69e4c78d493f g_d9fafc45f03b g_b1c9f787926c g_25f027ae1b57 g_ee2e34a4305b g_82b941c5f3e6 g_4e2d730cf5e4 g_74d453c9a3a7 g_0e6eb886a136 g_a8c88c5b2eb5 g_027adec2ca24 g_40742c58b1d2
q_2074bc45f94a,g_3bba88a233d2 g_1d2b7cf58ad5 g_673cead63302 g_96aac4bf0d59 g_0a556e953785 g_14172b566e3e g_932da5bced66 g_e5ed37578f5e g_6ec8858d4a9f g_f172ad939439 g_4ba39e73c5c0 g_c14dad25b418 g_55dc4d2bd0d7 g_5b7b3b2f82ba g_8f2f7885bf92 g_dd27adb09b30 g_8a220359326a g_ebf5af716393 g_75e232a570e9 g_199f11a29c76 g_dba157c43664 g_5c2076734da4 g_9dd316566cf0 g_d50551e660c9 g_2ceec8bd9741 g_e74ee941d3fd g_d5e67a7d5157 g_c976d1aef8c6 g_e5f8cdece4a6 g_05849d74cfab g_e08691de98f8 g_acb27de8207c g_4f905a235c04 g_53a52906d129 g_fce818975dda g_b641e40b4002 g_8a6731e08c13 g_d85262e03c42 g_5c9286487ea8 g_36bea42c9e33 g_f52beabe75e9 g_eeac1871fded g_bda6653de3f8 g_699eb9607c4e g_e0ccdfbf9f00 g_4318e3f69720 g_9e4dcbe2ed07 g_b9d4c1433954 g_de554e44d62f g_fcc22b630798 g_2fc06887012f g_4e093d64cdb0 g_d3929af6bb55 g_37f955e29627 g_e6ed51489cef g_5a62a4d9e8ac g_6cf0094ac74a g_31b1fbb078bf g_3e0ada624ec1 g_bb430c52d431 g_5aa874fa38a6 g_e862932aec2d g_09bed28452fd g_2aa313c0b281 g_ea2eb3c043ba g_b12e42b8cff6 g_74d453c9a3a7 g_c7ab1279da7c g_0808f459cec0 g_69e4c78d493f g_517fc156e469 g_efdc64125061 g_ae1499661420 g_61b2398d515d g_d098c0c73946 g_3ac546908be7 g_573cf52ce2b2 g_b453598aa677 g_1a40ebcb441c g_0e6eb886a136 g_75b446a0112e g_e5200cb50906 g_8eba772fe35c g_6c43f4574331 g_aa54f58e96ac g_4e2d730cf5e4 g_41ab0116bf71 g_ee2e34a4305b g_f9800f979cd5 g_82b941c5f3e6 g_70529e2d5954 g_c1e8162e3878 g_da61f5e555c7 g_d9fafc45f03b g_8af7e2c47267 g_25f027ae1b57 g_a8c88c5b2eb5 g_b1c9f787926c g_027adec2ca24 g_40742c58b1d2
q_78deabe24511,g_e0ccdfbf9f00 g_05849d74cfab g_673cead63302 g_69e4c78d493f g_0e6eb886a136 g_74d453c9a3a7 g_41ab0116bf71 g_b9d4c1433954 g_ae1499661420 g_dd27adb09b30 g_37f955e29627 g_4318e3f69720 g_5aa874fa38a6 g_aa54f58e96ac g_f52beabe75e9 g_f172ad939439 g_4e2d730cf5e4 g_199f11a29c76 g_c14dad25b418 g_8a6731e08c13 g_e08691de98f8 g_0a556e953785 g_3bba88a233d2 g_14172b566e3e g_5c9286487ea8 g_fce818975dda g_75b446a0112e g_96aac4bf0d59 g_75e232a570e9 g_ea2eb3c043ba g_5a62a4d9e8ac g_932da5bced66 g_e5ed37578f5e g_d098c0c73946 g_d50551e660c9 g_b641e40b4002 g_1d2b7cf58ad5 g_9e4dcbe2ed07 g_e5f8cdece4a6 g_ee2e34a4305b g_d5e67a7d5157 g_25f027ae1b57 g_6ec8858d4a9f g_3e0ada624ec1 g_8a220359326a g_8f2f7885bf92 g_e74ee941d3fd g_82b941c5f3e6 g_5b7b3b2f82ba g_e6ed51489cef g_53a52906d129 g_ebf5af716393 g_2aa313c0b281 g_36bea42c9e33 g_acb27de8207c g_eeac1871fded g_55dc4d2bd0d7 g_b12e42b8cff6 g_9dd316566cf0 g_517fc156e469 g_bda6653de3f8 g_c976d1aef8c6 g_4ba39e73c5c0 g_2ceec8bd9741 g_fcc22b630798 g_d85262e03c42 g_2fc06887012f g_5c2076734da4 g_699eb9607c4e g_d3929af6bb55 g_09bed28452fd g_40742c58b1d2 g_573cf52ce2b2 g_bb430c52d431 g_4f905a235c04 g_de554e44d62f g_dba157c43664 g_d9fafc45f03b g_4e093d64cdb0 g_e862932aec2d g_31b1fbb078bf g_61b2398d515d g_0808f459cec0 g_3ac546908be7 g_6cf0094ac74a g_1a40ebcb441c g_c7ab1279da7c g_e5200cb50906 g_6c43f4574331 g_b453598aa677 g_efdc64125061 g_f9800f979cd5 g_8eba772fe35c g_70529e2d5954 g_8af7e2c47267 g_a8c88c5b2eb5 g_da61f5e555c7 g_c1e8162e3878 g_027adec2ca24 g_b1c9f787926c
q_deaad9ec0d57,g_3e0ada624ec1 g_c14dad25b418 g_75e232a570e9 g_673cead63302 g_199f11a29c76 g_4318e3f69720 g_5a62a4d9e8ac g_6ec8858d4a9f g_5aa874fa38a6 g_8a220359326a g_932da5bced66 g_f172ad939439 g_4ba39e73c5c0 g_e5ed37578f5e g_1d2b7cf58ad5 g_2fc06887012f g_4f905a235c04 g_b9d4c1433954 g_0a556e953785 g_e08691de98f8 g_f52beabe75e9 g_c976d1aef8c6 g_05849d74cfab g_8f2f7885bf92 g_5c9286487ea8 g_ea2eb3c043ba g_ebf5af716393 g_dd27adb09b30 g_82b941c5f3e6 g_75b446a0112e g_d5e67a7d5157 g_5c2076734da4 g_dba157c43664 g_5b7b3b2f82ba g_bda6653de3f8 g_eeac1871fded g_9dd316566cf0 g_2ceec8bd9741 g_d50551e660c9 g_fcc22b630798 g_e0ccdfbf9f00 g_3bba88a233d2 g_31b1fbb078bf g_e74ee941d3fd g_55dc4d2bd0d7 g_14172b566e3e g_fce818975dda g_9e4dcbe2ed07 g_96aac4bf0d59 g_de554e44d62f g_b641e40b4002 g_699eb9607c4e g_d098c0c73946 g_36bea42c9e33 g_b12e42b8cff6 g_e6ed51489cef g_ae1499661420 g_53a52906d129 g_1a40ebcb441c g_8a6731e08c13 g_3ac546908be7 g_09bed28452fd g_acb27de8207c g_c7ab1279da7c g_517fc156e469 g_b453598aa677 g_6cf0094ac74a g_2aa313c0b281 g_8eba772fe35c g_efdc64125061 g_69e4c78d493f g_0808f459cec0 g_e862932aec2d g_d3929af6bb55 g_4e2d730cf5e4 g_d85262e03c42 g_aa54f58e96ac g_37f955e29627 g_e5f8cdece4a6 g_74d453c9a3a7 g_ee2e34a4305b g_4e093d64cdb0 g_e5200cb50906 g_573cf52ce2b2 g_bb430c52d431 g_6c43f4574331 g_0e6eb886a136 g_d9fafc45f03b g_25f027ae1b57 g_41ab0116bf71 g_f9800f979cd5 g_70529e2d5954 g_61b2398d515d g_da61f5e555c7 g_c1e8162e3878 g_8af7e2c47267 g_a8c88c5b2eb5 g_b1c9f787926c g_027adec2ca24 g_40742c58b1d2
q_5fc5d0848938,g_b641e40b4002 g_9dd316566cf0 g_932da5bced66 g_1d2b7cf58ad5 g_673cead63302 g_e5ed37578f5e g_75e232a570e9 g_dd27adb09b30 g_c14dad25b418 g_3bba88a233d2 g_f172ad939439 g_5c2076734da4 g_6ec8858d4a9f g_5b7b3b2f82ba g_53a52906d129 g_14172b566e3e g_8f2f7885bf92 g_4ba39e73c5c0 g_e08691de98f8 g_ebf5af716393 g_8a220359326a g_fce818975dda g_e5f8cdece4a6 g_05849d74cfab g_fcc22b630798 g_55dc4d2bd0d7 g_2ceec8bd9741 g_dba157c43664 g_0a556e953785 g_4f905a235c04 g_96aac4bf0d59 g_d3929af6bb55 g_199f11a29c76 g_3e0ada624ec1 g_4e093d64cdb0 g_74d453c9a3a7 g_e74ee941d3fd g_acb27de8207c g_de554e44d62f g_eeac1871fded g_bda6653de3f8 g_2fc06887012f g_d50551e660c9 g_d5e67a7d5157 g_c976d1aef8c6 g_b9d4c1433954 g_e0ccdfbf9f00 g_36bea42c9e33 g_9e4dcbe2ed07 g_f52beabe75e9 g_5c9286487ea8 g_75b446a0112e g_e862932aec2d g_5a62a4d9e8ac g_6cf0094ac74a g_4318e3f69720 g_699eb9607c4e g_d85262e03c42 g_0808f459cec0 g_ea2eb3c043ba g_09bed28452fd g_8a6731e08c13 g_bb430c52d431 g_2aa313c0b281 g_e6ed51489cef g_31b1fbb078bf g_69e4c78d493f g_37f955e29627 g_5aa874fa38a6 g_b12e42b8cff6 g_ae1499661420 g_efdc64125061 g_61b2398d515d g_d098c0c73946 g_e5200cb50906 g_c7ab1279da7c g_517fc156e469 g_b453598aa677 g_82b941c5f3e6 g_6c43f4574331 g_3ac546908be7 g_0e6eb886a136 g_da61f5e555c7 g_1a40ebcb441c g_aa54f58e96ac g_ee2e34a4305b g_70529e2d5954 g_4e2d730cf5e4 g_41ab0116bf71 g_f9800f979cd5 g_8eba772fe35c g_573cf52ce2b2 g_c1e8162e3878 g_8af7e2c47267 g_25f027ae1b57 g_a8c88c5b2eb5 g_d9fafc45f03b g_b1c9f787926c g_027adec2ca24 g_40742c58b1d2
